 EE # ; Manufacturer ; Equipment Name ; Model ; Serial ; Status ; PO ; Category ; EIL ; Acquisition Date ; Total Asset Value ; Location ; Last inventory Date 
49926;CAREFUSION SOLUTIONS LLC;PCA MODULE;ALARIS PCA MODULE 8120;12720773;IN USE;695-C70830;INFUSION PUMPS: PATIENT-CONTROLLED ANALGESIC;422;3/17/08;7082,87;B0209-111;1/5/17
49927;CAREFUSION SOLUTIONS LLC;PCA MODULE;ALARIS PCA MODULE 8120;12720780;IN USE;695-C70830;INFUSION PUMPS: PATIENT-CONTROLLED ANALGESIC;422;3/17/08;7082,87;B0209-111;12/29/16
49928;CAREFUSION SOLUTIONS LLC;PCA MODULE;ALARIS PCA MODULE 8120;12720779;IN USE;695-C70830;INFUSION PUMPS: PATIENT-CONTROLLED ANALGESIC;422;3/17/08;7082,87;7502-111;12/5/16
49929;CAREFUSION SOLUTIONS LLC;PCA MODULE;ALARIS PCA MODULE 8120;12720720;IN USE;695-C70830;INFUSION PUMPS: PATIENT-CONTROLLED ANALGESIC;422;3/17/08;7082,87;6604-111;12/7/16
49930;CAREFUSION SOLUTIONS LLC;PCA MODULE;ALARIS PCA MODULE 8120;12720667;IN USE;695-C70830;INFUSION PUMPS: PATIENT-CONTROLLED ANALGESIC;422;3/17/08;7082,87;6604-111;12/5/16
49931;CAREFUSION SOLUTIONS LLC;PCA MODULE;ALARIS PCA MODULE 8120;12720936;IN USE;695-C70830;INFUSION PUMPS: PATIENT-CONTROLLED ANALGESIC;422;3/17/08;7082,87;6604-111;12/14/16
49932;CAREFUSION SOLUTIONS LLC;PCA MODULE;ALARIS PCA MODULE 8120;12720747;IN USE;695-C70830;INFUSION PUMPS: PATIENT-CONTROLLED ANALGESIC;422;3/17/08;7082,87;B0209-111;12/5/16
49933;CAREFUSION SOLUTIONS LLC;PCA MODULE;ALARIS PCA MODULE 8120;12720745;IN USE;695-C70830;INFUSION PUMPS: PATIENT-CONTROLLED ANALGESIC;422;3/17/08;7082,87;10150-111;12/2/16
49935;CAREFUSION SOLUTIONS LLC;PCA MODULE;ALARIS PCA MODULE 8120;12720665;IN USE;695-C70830;INFUSION PUMPS: PATIENT-CONTROLLED ANALGESIC;422;3/17/08;7082,87;B0209-111;10/31/16
49936;CAREFUSION SOLUTIONS LLC;PCA MODULE;ALARIS PCA MODULE 8120;12720721;IN USE;695-C70830;INFUSION PUMPS: PATIENT-CONTROLLED ANALGESIC;422;3/17/08;7082,87;6604-111;12/5/16
49937;CAREFUSION SOLUTIONS LLC;PCA MODULE;ALARIS PCA MODULE 8120;12720785;IN USE;695-C70830;INFUSION PUMPS: PATIENT-CONTROLLED ANALGESIC;422;3/17/08;7082,87;B0209-111;1/3/17
49938;CAREFUSION SOLUTIONS LLC;PCA MODULE;ALARIS PCA MODULE 8120;12720663;IN USE;695-C70830;INFUSION PUMPS: PATIENT-CONTROLLED ANALGESIC;422;3/17/08;7082,87;B0209-111;12/5/16
49939;CAREFUSION SOLUTIONS LLC;PCA MODULE;ALARIS PCA MODULE 8120;12720552;IN USE;695-C70830;INFUSION PUMPS: PATIENT-CONTROLLED ANALGESIC;422;3/17/08;7082,87;C008-70;10/1/16
78244;CAREFUSION SOLUTIONS LLC;PCA MODULE;ALARIS PCA MODULE 8120;13889881;IN USE;695-A39055;INFUSION PUMPS: PATIENT-CONTROLLED ANALGESIC;422;8/7/13;3323,86;6604-111;12/5/16
78245;CAREFUSION SOLUTIONS LLC;PCA MODULE;ALARIS PCA MODULE 8120;13890017;IN USE;695-A39055;INFUSION PUMPS: PATIENT-CONTROLLED ANALGESIC;422;8/7/13;3323,86;6604-111;12/5/16
78246;CAREFUSION SOLUTIONS LLC;PCA MODULE;ALARIS PCA MODULE 8120;13890083;IN USE;695-A39055;INFUSION PUMPS: PATIENT-CONTROLLED ANALGESIC;422;8/7/13;3323,86;B0209-111;12/5/16
78247;CAREFUSION SOLUTIONS LLC;PCA MODULE;ALARIS PCA MODULE 8120;13890451;IN USE;695-A39055;INFUSION PUMPS: PATIENT-CONTROLLED ANALGESIC;422;8/7/13;3323,86;C28-70;10/19/15
78248;CAREFUSION SOLUTIONS LLC;PCA MODULE;ALARIS PCA MODULE 8120;13890484;IN USE;695-A39055;INFUSION PUMPS: PATIENT-CONTROLLED ANALGESIC;422;8/7/13;3323,86;B0209-111;12/14/16
57842;CAREFUSION SOLUTIONS LLC;PUMP-EPIDURAL;ALARIS PUMP MODULE 8100;12930092;IN USE;695-P90421;INFUSION PUMPS: GENERAL-PURPOSE;30;7/21/09;1591,01;4420-111;12/6/16
57843;CAREFUSION SOLUTIONS LLC;PUMP-EPIDURAL;ALARIS PUMP MODULE 8100;12930160;IN USE;695-P90421;INFUSION PUMPS: GENERAL-PURPOSE;30;7/21/09;1591,01;2501-111;1/3/17
57844;CAREFUSION SOLUTIONS LLC;PUMP-EPIDURAL;ALARIS PUMP MODULE 8100;12930172;IN USE;695-P90421;INFUSION PUMPS: GENERAL-PURPOSE;30;7/21/09;1591,01;5600A-111;1/3/17
57845;CAREFUSION SOLUTIONS LLC;PUMP-EPIDURAL;ALARIS PUMP MODULE 8100;12930146;IN USE;695-P90421;INFUSION PUMPS: GENERAL-PURPOSE;30;7/21/09;1591,01;B0209-111;1/3/17
57846;CAREFUSION SOLUTIONS LLC;PUMP-EPIDURAL;ALARIS PUMP MODULE 8100;12929764;IN USE;695-P90421;INFUSION PUMPS: GENERAL-PURPOSE;30;7/21/09;1591,01;2501-111;1/6/17
68672;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13589219;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;3/19/12;3476,42;4503-111;1/5/17
68673;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13589138;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;3/19/12;3476,42;C008-70;1/5/17
68674;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13589123;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;3/19/12;3476,42;6604-111;1/5/17
68675;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13589083;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;3/19/12;3476,42;6604-111;1/5/17
68676;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13589063;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;3/19/12;3476,42;4503-111;12/29/16
69435;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13652495;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2501-111;1/5/17
69436;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13652505;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2501-111;1/6/17
69437;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13652574;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;1/5/17
69438;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13652586;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;1/3/17
69439;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13652649;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2107-111;10/1/16
69440;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13652650;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2501-111;1/5/17
69441;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13652661;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;12/5/16
69442;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13652936;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;12/5/16
69443;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13652979;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;6604-111;1/5/17
69444;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653045;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;10143-111;12/2/16
69445;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653047;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;6604-111;1/5/17
69446;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653064;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2180-111;12/5/16
69447;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653080;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;4503-111;12/29/16
69448;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653084;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;4420-111;1/5/17
69449;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653099;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;6604-111;12/5/16
69450;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653137;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;1/5/17
69451;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653163;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;6604-111;1/9/17
69452;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653165;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;10/2/16
69453;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653196;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;5600A-111;1/5/17
69454;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653198;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;135A-144;12/6/16
69455;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653203;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;8111-111;1/5/17
69456;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653262;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;6604-111;12/29/16
69457;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653302;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;12/5/16
69458;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653322;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;9202-111;1/5/17
69459;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653344;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;6604-111;12/29/16
69460;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653347;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;6604-111;1/5/17
69461;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653355;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;1138-111;1/3/17
69462;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653358;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2501-111;12/17/16
69463;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653383;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;4420-111;12/5/16
69464;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653389;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;1/5/17
69465;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653401;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;4503-111;1/5/17
69466;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653488;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;1/5/17
69468;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653494;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;7502-111;12/5/16
69469;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653507;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2180-111;12/5/16
69470;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653528;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;1138-111;1/5/17
69471;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653538;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;C0656-111;12/29/16
69472;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653543;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;135A-144;1/5/17
69473;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653545;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;4503-111;12/23/16
69474;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653547;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;12/5/16
69475;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653548;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;4503-111;1/5/17
69476;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653550;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;6604-111;1/6/17
69477;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653555;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;7502-111;12/14/16
69478;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653556;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;9602-111;1/5/17
69479;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653558;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;12/5/16
69480;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653568;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;1/5/17
69481;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653569;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;5600A-111;1/5/17
69482;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653581;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2501-111;1/5/17
69483;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653584;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;4503-111;12/17/16
69484;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653592;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2501-111;12/14/16
69485;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653597;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;8111-111;12/29/16
69486;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653599;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;4503-111;1/3/17
69488;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653608;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2501-111;12/17/16
69489;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653612;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;1/5/17
69490;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653614;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;6604-111;1/3/17
69491;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653615;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;12/5/16
69492;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653618;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;9602-111;1/5/17
69493;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653620;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;12/16/16
69494;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653627;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;1138-111;12/5/16
69495;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653631;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;1138-111;1/3/17
69496;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653635;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2501-111;1/5/17
69497;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653641;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;4420-111;1/5/17
69498;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653643;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;1138-111;1/3/17
69499;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653644;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2501-111;1/5/17
69500;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653645;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;5501-111;12/5/16
69501;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653646;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2108-111;12/5/16
69502;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653649;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;7502-111;1/3/17
69503;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653651;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;1138-111;12/14/16
69505;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653654;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2501-111;1/3/17
69506;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653658;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;4420-111;12/5/16
69507;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653659;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;5600A-111;12/5/16
69508;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653660;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;6604-111;12/29/16
69509;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653662;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2501-111;1/5/17
69512;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653666;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;5600A-111;12/5/16
69513;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653667;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;7502-111;1/5/17
69514;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653672;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;1/5/17
69515;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653673;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2209-111;12/5/16
69516;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653676;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;6604-111;1/5/17
69517;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653693;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;1138-111;12/5/16
69518;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653694;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;4420-111;1/5/17
69519;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653729;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;7502-111;1/5/17
69521;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653742;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;6604-111;12/5/16
69522;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653769;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2501-111;1/3/17
69523;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653781;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2501-111;1/5/17
69524;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653784;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2501-111;12/14/16
69525;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653793;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;10147-111;10/2/16
69526;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653795;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;4420-111;1/5/17
69527;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653803;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;4503-111;12/29/16
69528;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653805;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2501-111;1/6/17
69529;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653807;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;1/5/17
69531;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653815;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2501-111;1/3/17
69532;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653826;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;1138-111;12/5/16
69533;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653827;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;12/29/16
69534;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653828;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2180-111;12/29/16
69535;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653829;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;1/5/17
69536;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653832;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;6604-111;1/3/17
